width,height,position.x,position.y,color_r,color_g,color_b,color_a,type_oval,type_rectangle,type_shapePath,type_symbolInstance,type_text,Cluster
0.06049822064056939,0.30088495575221236,0.12524084778420036,0.5137880986937591,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.1504424778761062,0.7398843930635838,0.532656023222061,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.16370106761565836,0.09734513274336283,0.6897880539499036,1.0,0.0,0.0,0.0,0,0,0,0,0,1,2
0.06049822064056939,0.327433628318584,0.48169556840077066,0.5094339622641509,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06049822064056939,0.19469026548672563,0.3564547206165703,0.5312046444121916,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.07079646017699115,0.6628131021194605,0.5457184325108854,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.23893805309734512,0.5279383429672446,0.5181422351233672,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.021352313167259787,0.11504424778761062,1.0,0.5384615384615385,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.15929203539823006,0.9710982658959537,0.5312046444121916,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.19469026548672563,0.5183044315992292,0.5253991291727141,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.22123893805309736,0.6339113680154143,0.521044992743106,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.06405693950177935,0.16814159292035397,0.953757225433526,0.9941944847605226,0.0,0.0,0.0,0,0,0,0,1,0,-1
0.03202846975088968,0.07964601769911504,0.605009633911368,0.544267053701016,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
0.03202846975088968,0.1415929203539823,0.9036608863198459,0.5341074020319304,0.11764706,0.5647059,1.0,1,0,1,0,0,0,0
